rating,content,review_date
4,Super nice shoe. We already have the second pair. Absolutely to recommend,6 Δεκ 2020
5,"The Low version of the Mythique AF1, does more than pull out of the game. Like a Jordan 1, it is essential in this 21st century to establish a new standard. We wear it with almost everything (it's the Mid Legacy) even if it remains less versatile than a Blazer. For my part, we make the best use of its potential by combining it with a Slim, a Skiny, malleolus length, or in Saroual,",4 Δεκ 2020
5,"Beautiful shoes, order and fast delivery",1 Δεκ 2020
5,Very fast shipping and product always in stock. Will definitely buy again.. You should also add affirm or other payment options like other carriers do.,30 Νοε 2020
5,My son loves them!!,30 Νοε 2020
5,my boyfriend loves these shoes !,29 Νοε 2020
5,i never wear shoes i live en el rancho and i have always worn boots even to school. i decided to get my first pair of shoes and i went for the all black af1 i love it. it is super durable it has a thick bottom part so i can do just about anything my boots could do.,28 Νοε 2020
2,Nice shoe but the quality has dropped a lot,28 Νοε 2020
5,Just love these old school Air Force 1,28 Νοε 2020
5,Always a good shoe for any outfit.,25 Νοε 2020
5,Great,24 Νοε 2020
5,Best shoe ever.,24 Νοε 2020
5,"Very comfortable shoe, already purchased in the past. Always a pleasure to wear!",23 Νοε 2020
5,Very satisfied.,23 Νοε 2020
5,"Very chic and comfortable shoe for everyday use. Very good workmanship and beautiful material. The shoe runs large and is a bit clumsy for very slim feet.
For the price an absolute purchase recommendation.",23 Νοε 2020
5,I LOVE THESEEEEEE FRESH SNAPS,20 Νοε 2020
5,Great fit great look!!,19 Νοε 2020
5,"Impeccable, I recommend the AIR FORCE ONE to a friend.",19 Νοε 2020
5,I love them,18 Νοε 2020
5,Delivery faster than expected. Meets all expectations.,18 Νοε 2020
5,i love these all white air forces my daily shoe,18 Νοε 2020
5,Very comfortable and durable.,18 Νοε 2020
5,"a piece that is quite durable and can be used for a variety of clothes. I was afraid that the toe of the shoe would break because of the leather upper part, but after 1 year of use, it is not spectacular either. It gets dirty at the seams (I think this is natural), so I ordered a new one.",18 Νοε 2020
5,What more can be said about the AF1. Best all around shoe on the market and in Nike stable.,18 Νοε 2020
5,"An amazing product as always. I can never find anything bad to say about the AF1s. So here is what’s good. It’s fitted very comfortably, light weight, and the materials is of premium quality all around.",17 Νοε 2020
4,It’s perfect,14 Νοε 2020
5,Very great shoe. Definitely would recommend.,14 Νοε 2020
5,This recently got this product and I'm loving them. They fit perfectly and should get the size you wear no big nor small. Overall If you this is your first time buying Nike Air Force 1 '07 I would recommend you getting white because it goes with every color and it very durable.,12 Νοε 2020
5,"shoes are perfect for everyday wear although they are white, the leather is very easy to care for",8 Νοε 2020
4,Beautiful and comfortable but I recommend half a number less than the usual size,5 Νοε 2020
5,"Considering that this is my 2nd pair, I feel the same way I did previously. Perfect fit. Thank you guys so much.",4 Νοε 2020
5,Great shoes but a lot of days for the shipping,29 Οκτ 2020
5,"Comfortable street shoes. There is no information about its durability, the shoes are a week old.",27 Οκτ 2020
5,"Great shows , fast shipping!!",27 Οκτ 2020
3,Need to send back for a smaller size,27 Οκτ 2020
4,It’s very good,26 Οκτ 2020
5,Bought them for my son and he loves them. Size down though....,26 Οκτ 2020
5,"Excellent product, comfortable and beautiful in aesthetics. I would recommend the product to my peers.",25 Οκτ 2020
5,Absolute classic and must-have for every sneaker fan. I keep buying more regularly.,25 Οκτ 2020
5,comfortable，classical,24 Οκτ 2020
5,"I recommend it 100% but there is a fault with the shoe, the ""long"" tongue is quite annoying but after a bit of use it doesn't bother so much, a long sock is enough.",21 Οκτ 2020
5,"An absolute banger of a sneaker triple white g fazos you cannot go wrong , all year round shoe goes with all outfits! A must cop but defo go down half size for that loose lace affect.",20 Οκτ 2020
5,"A classic “must have”. Beautiful and very comfortable shoes, I recommend them to everyone.",17 Οκτ 2020
5,Must have shoes! Very comfortable and stylish and they came super fast,15 Οκτ 2020
5,Great product and very fast delivery,14 Οκτ 2020
5,Excellent service,14 Οκτ 2020
5,Thee must have shoe. Stylish comfortable and instantly recognisable. Goes with everything. Every trainer lover needs these.,9 Οκτ 2020
5,bought these for my grandson for christmas. He really likes them and they are very comfortable,7 Οκτ 2020
5,"Top shoes, went fast so far, only the shipping with UPS was anything but desirable!
Without ringing at home first, the package,
simply given in a late purchase, which resulted in extra costs for public transport!
The company Nike would have to come up with something!
Nevertheless 5 stars for Nike, UPS 0 stars !!!",7 Οκτ 2020
4,"Air Force 1's are the iconic shoe and have been around for a long time, going in and out of style. If your ok with sacrificing style over comfort then you will be ok with these no matter what but truth be told they are not comfortable, clunky, heavy and run big. But they are stylish...LOL",5 Οκτ 2020
5,Bought as a gift for my son’s 16th birthday. He really loves them.,1 Οκτ 2020
5,Very fast. Thank you nike,30 Σεπ 2020
5,"Delivered quickly, fits perfectly. As always, great",30 Σεπ 2020
5,Super sneakers... again and again.,29 Σεπ 2020
5,"I've reached the fourth pair, always the same, always the same and always the most comfortable, the original WHITEs remain the most beautiful and practical.",26 Σεπ 2020
5,They came in earlier than expected and fit perfectly.,24 Σεπ 2020
5,Clean and inexpensive shoes,23 Σεπ 2020
5,A gift for my Grandson on his Birthday. It’s what he wanted. Great price and perfect fir,23 Σεπ 2020
5,"Very nice shoes, fast delivery nothing more nothing less",23 Σεπ 2020
5,It’s a wonderful produc very comfortable ok thank you very much 💯,22 Σεπ 2020
4,They run big.,21 Σεπ 2020
5,Very comfortable,21 Σεπ 2020
5,It's the third pair of Air Force I've bought.,20 Σεπ 2020
5,Great shoes: comfy and built to last. Delivery great,20 Σεπ 2020
5,Very comfortable and well build shoe,18 Σεπ 2020
5,"Look good, feel good, delivered quickly.",16 Σεπ 2020
5,"I purchased these shoes for my son and he absolutely loves them! They’re well built in their comfort and design. I would recommend this shoe to anyone that wants comfort and to look cool, They’re made with quality products and materials.",16 Σεπ 2020
5,it's all ok,16 Σεπ 2020
5,Looks great. must have!!,11 Σεπ 2020
5,THEY ARE THE SECOND PAIR I BUY FOR MY SON AND HE WILL ALWAYS LOVE THEM!!!,11 Σεπ 2020
5,Fits perfectly. Looks great. Fast delivery.,10 Σεπ 2020
4,Yes very nice pair it's the 2nd time I order it,10 Σεπ 2020
5,Fast delivery and my kids love it! Thank you!,9 Σεπ 2020
5,"Just the hammaaaa!!!
Looks cool and stylish... I'm completely satisfied",9 Σεπ 2020
5,Yes I would recommend them it's just that two pair came with dingy shoe strings.,8 Σεπ 2020
5,The shoes are so crisp and clean. The only thing you should know about these shoes go one size lower than what you are normally are but other than that *chef kiss*,8 Σεπ 2020
5,"I recommend the shoes, they go with everything and are super comfortable",8 Σεπ 2020
5,"Super fast delivery, can only recommend everything great",8 Σεπ 2020
5,top shoe,8 Σεπ 2020
5,Fit just right,8 Σεπ 2020
5,The delivery took a long time in my opinion but otherwise I am satisfied with the article,8 Σεπ 2020
5,"Purchased for my son ... simple, beautiful, resistant. Absolutely recommended",8 Σεπ 2020
5,"Bought these shoes for my teenage nephew, he loves them!!",7 Σεπ 2020
5,The best and most comfortable shoe ever.,7 Σεπ 2020
5,"Fit great, delivery was faster than stated.",6 Σεπ 2020
5,"The shoe is simply a classic, great workmanship, low price and comfortable, what more could you want",6 Σεπ 2020
5,What can I say it's a classic shoe. love it!,6 Σεπ 2020
5,"A classic, stylish, easy to wear, a favorite shoe. Goes with almost anything. Can be individualized excellently.",6 Σεπ 2020
5,I already knew the article so I went on the safe side. Fast delivery! Satisfied!!!!,6 Σεπ 2020
5,Excellent products also excellent in the shipment arrived early ....,5 Σεπ 2020
5,"The service was great, clear website, faster delivery. Shoes are completely as expected",5 Σεπ 2020
5,⭐️⭐️⭐️⭐️⭐️,4 Σεπ 2020
5,"Very good shoes for all times of the year, comfortable enough but obviously not as comfortable as fabric shoes, only downside is the creasing but that’s normal.",3 Σεπ 2020
5,Product came promptly and in good shape. Fit perfectly and very comfortable. Very easy to navigate website and order.,1 Σεπ 2020
5,The sneakers are Perfect! Sent in a timely manner. 😊,1 Σεπ 2020
5,Awesome by default. Can’t say too much about a classic that hasn’t already been said. Clean and simple.,31 Αυγ 2020
5,"I bought them in a physical store 1 month ago, very comfortable and as always black in air force 1 does not fail!!!",28 Αυγ 2020
5,A go to for me every season,27 Αυγ 2020
5,Good Product Good Price.,26 Αυγ 2020
5,Can’t go wrong with the classics,25 Αυγ 2020
5,My husband was really happy about these sneakers.,25 Αυγ 2020
5,Overall great shoe that matches with basically everything. Good Ole’ Reliable.,25 Αυγ 2020
5,Extremely Comfortable. An amazing gift your husband.,24 Αυγ 2020
5,I always loved Nike. Fast shipping and always fresh. Thank you,23 Αυγ 2020
5,"Great shoe
Fast delivery under membership even with the epidemic!",19 Αυγ 2020
5,"Very fast shipping, great product, I’m very satisfied",19 Αυγ 2020
5,"came in quickly and all was great with my af1!
Happy Customer for sure!",19 Αυγ 2020
5,"Amazing my shoes came in brand new, I can’t wait to see my jordan 5s",18 Αυγ 2020
5,"I ordered the white ones and they are amazing, great quality as always and very confortable! Nike delivery was super fast! I highly recommend this shoes!",18 Αυγ 2020
5,"there great!! really nice, very comfortable and can be worn with almost everything!!!",17 Αυγ 2020
5,Great fit,17 Αυγ 2020
5,Going to need bigger sizes soon!! Happy with Nike every time!!,17 Αυγ 2020
4,"These shoes run a little big. They're wider than most shoes at the toes. Comfortable, yet definitely look at the size before you purchase.",17 Αυγ 2020
5,Clean and just right 🤤💙,16 Αυγ 2020
5,Classic shoe what more can I say-Jay Z,16 Αυγ 2020
5,"Bought them for my son, he loves them!",16 Αυγ 2020
5,"Yes, I would recommend the shoe the store to all my family and friends",15 Αυγ 2020
5,just do it Nike cool,15 Αυγ 2020
5,got them for my kid he loves them,15 Αυγ 2020
5,My daughter loves these shoes!!!! The size was perfect and just why she wanted!!! Would totally recommend them!!!!,15 Αυγ 2020
5,Everyone needs these in their rotation.,15 Αυγ 2020
5,It’s a classic shoe. Can never go wrong with a fresh pair.,15 Αυγ 2020
5,This is the second pair I bought for my son he apparently likes them I recommend to purchase the shoes anyone that these shoes are good for casual or if you're the quality is good,13 Αυγ 2020
5,Nike app is the best. And they always keep you posted on whatever product u purchase.,12 Αυγ 2020
5,Great shipping time,11 Αυγ 2020
3,"Purchased for my fiancé, he goes a half size up in shoes because his foot is wider, but these seem to fit the same, even if the half size up.",10 Αυγ 2020
4,"Exactly what my grandson wanted ,great.",9 Αυγ 2020
5,Shoe is very comfortable and it fits good.It is made of good quality.It is also durable.The shoe can also match with any outfit and it looks good.,9 Αυγ 2020
5,Very great shoe. Goes with every outfit. Girls look good in this mens shoe too. If you get white they get dirty easily.,9 Αυγ 2020
5,Cant go wrong with a fresh white/white,9 Αυγ 2020
5,Fresh all white blocks I love em,9 Αυγ 2020
5,love my shoes,6 Αυγ 2020
4,Stylish,30 Ιουλ 2020
5,Very comfortable and nice same as picture fits well its my second time ordering.,29 Ιουλ 2020
5,Best shoes 👟🔥🔥🅱️,28 Ιουλ 2020
5,They looks good on his feet. He can dress in almost any attire and look handsome. We love them and We love Nike too. Thanks for giving us the opportunity to write a review.,24 Ιουλ 2020
5,"You cannot go wrong with these at all! Classic shoes, all white, very clean! What's not to like about these air forces? Plus its affordable! Simple and fresh, have at least 3 pairs always!",19 Ιουλ 2020
3,"I really like this shoe but honestly I expected more and something better, they get dirty to quickly and crease to easily, and I bought a size 11 but they run a bit to big.",10 Ιουλ 2020
5,"Love the color, the fit is just right.",10 Ιουλ 2020
3,Only thing I dislike is the way it creases after two or three uses. Definitely not an everyday wear shoe.,8 Ιουλ 2020
5,I'm enjoying the product that I received.,8 Ιουλ 2020
5,bought it for my Son he loves it,6 Ιουλ 2020
5,thanks to Nike for being so strong in everything and being American,6 Ιουλ 2020
5,"They look very good and feel comfortable. I’ve worn them just a couple of times but I’m satisfied. One thing to take in consideration when buying is sizing, I read some reviews and I ordered them half a size smaller than my normal size and they fit just right.",5 Ιουλ 2020
5,Style is what I expected from this shoe. Air Force 1 didn't disappoint me,3 Ιουλ 2020
5,"I have worn AF1's for years now, these shoes are dope. I, as a tennis player, focus on the comfort and durability on almost any shoe I buy, so I was worried how comfortable and durable they would be. These shoes are tanks! And the midsole is very soft surprisingly. Nike has a classic on their hands, this shoe is a masterpiece.",29 Ιουν 2020
5,"Versatile shoes . I’d always have a fresh pair ready to go. Love them. They go great with any occasion. Parties, a day out to the mall, going out with friends. Great shoes.",29 Ιουν 2020
5,ideal to always have them. Elegant and comfortable and very combinable.,29 Ιουν 2020
4,"I bought this shoe (size 6) as a girl with shoe size 6.5 as I couldn't find this shoe anywhere with my size, it fits just right you do have to wear it in slightly just so it loosens up but overall its quite comfy.",27 Ιουν 2020
5,the product is perfect. a brand like nike cannot disappoint.,27 Ιουν 2020
5,My nephew loves them,25 Ιουν 2020
5,I like how it came fast but my box was damaged and it has marks on it. I didn't worry about it,22 Ιουν 2020
5,You should always have a crispy pair in your rotation.,21 Ιουν 2020
5,"Size 9
Purchased the black pair for my husband, he purchased the white pair . He loves them both.",18 Ιουν 2020
5,Bought them for a friend. You can never go wrong with Air Force 1's white or black high mid or low these are classic for a good reason.,18 Ιουν 2020
5,"I recommend the super comfort of the shoe, I recommend it to anyone who likes comfortable wide shoes",17 Ιουν 2020
5,I ordered these during cover-19 and these shoes were on back order glad i was able to order once stores started back opening,17 Ιουν 2020
4,Im a size ten in almost every shoe at the least and with these the size ten is a bit too big and I will have to return and go for the 9.5,17 Ιουν 2020
5,It's been YEARS since I had a pair of all whites! This was my first order off of the Nike app and the process was flawless.,16 Ιουν 2020
5,We relay on Nike to support our business,15 Ιουν 2020
5,Cannot go wrong with this classic sneaker silhouette! I always have at least one fresh pair in my rotation.,15 Ιουν 2020
5,The Sneakers Fit Great & Everything Love Nike,15 Ιουν 2020
5,I like them but I have to break them in,13 Ιουν 2020
5,These are the only shoes that my Stepfather wears. So I can never lose by buying him a pair of these. Thanks.,7 Ιουν 2020
5,"The coke white classic is unmistakable even in the modern '07 outline. Comfy and great looking.

These run with slightly more space in the toe box than a high top in the same size for reference, enough extra to fit a crease preventer in.",5 Ιουν 2020
5,Quality Shoes.,28 Μαΐ 2020
4,This shoe was a little tight but broke in after several uses,20 Μαΐ 2020
5,We bought these for my father and he loves them. He says they're comfortable and likes the style.,20 Μαΐ 2020
5,"Mabe the best, most comfortable and easy to use shoes ever made. Def my favorite! NIKE",29 Απρ 2020
5,I think the Air Force 1s are the best looking shoe and for a good price. They run a little big so you might want to get a size smaller than you usually wear. But overall I think this shoe is the best you can own.,27 Απρ 2020
5,"I ordered this shoes for my grandson. He is thrill with his new shoes. Hopefully they last.
I love the service I got from Nike, they are Awesome! Thank you Nike.",23 Απρ 2020
5,being from queens ny you always gotta have a pair of white on white uptowns... these are forever a must have in your collection.. eternal classics,22 Απρ 2020
5,"I love these shoes because you can dress them up or down. You can style them with literally anything, they're also sooooo comfortable I've bought three pairs. Every time I wear a pair out I have to but a new pair.",8 Απρ 2020
5,"What more can I say? Classic.
If you buy an extra pair just to wear inside, or not even remove them from their box. I would understand you completely.",2 Απρ 2020
3,These shoes are too heavy for a teen that wears a size 9 and they are hard to keep clean.,4 Μαρ 2020
5,Bought these for my sister their her first pair. I’ve bought at least 3 in my life lol,27 Φεβ 2020
5,"Both my kids have these and love them. We ordered on line and needed a half size smaller. When I called customer service they were incredibly helpful and shipped them 2and day when the found out it was a birthday gift.

I have ordered custom shoes from Nike and when there was an error they did everything they could to get us replacements as soon as possible.

I have really enjoyed all my interactions with Nike.",13 Φεβ 2020
5,"This was my first time buying Nike Air Forces and I was pleasantly surprised. I was nervous to order online because Nike shoes always fit me differently. Typically Nike runs small to me and I also have a wide foot, so I usually get a Women's 8.5 or 9. For this particular purchase, I ordered a Men's 7 (W 8.5) and the fit was perfect, even with socks on. It's a great shoe and goes with just about any outfit. The shoe is stiff but comfortable.",30 Ιαν 2020
5,Lit!!,20 Ιαν 2020
5,"Love the fit, comfort and look.",19 Ιαν 2020
5,"Excellent shoe for a growing boy who is rough on his feet. He can wear them to school and they are dressy enough to wear to church, events, etc. Very satisfied with this shoe and bought some for Christmas for my three other grandchildren. They really liked them. Would buy again.",15 Ιαν 2020
4,I am an elementary school teacher and want a comfortable tennis shoe that would look ok with slacks and jeans. This shoe is not only comfortable but it seems to be the new style of most millenniums. So I am now one hip teacher.,12 Ιαν 2020
5,"These were for my son they came 3 days before his birthday ! thank you so much, he ripped open the box and put them right on.",12 Ιαν 2020
3,"These are the first running shoes I've ever owned that didn't come from New Balance that are wide enough for my feet. They offer good support, look nice, and were a very good value.",12 Ιαν 2020
5,My grandson loves these shoes. His brother also bought a pair.,12 Ιαν 2020
5,These no cap I bought the shoes one size up but I didn't know the ran big but besides that there really comfortable and go with almost everything,12 Ιαν 2020
5,durability is avg only because I just got them. Cant decide on how durable they are just yet. Now 6 months from now if they fall apart then not durable. if they are still intact in 6 months then avg. after a year Very Durable LOL,10 Ιαν 2020
5,Gift for my daughter and she loves them and hasn't taken them off since Christmas.,9 Ιαν 2020
5,Not my first pair...probably won't be my last. These are necessary for anyone who enjoys a great pair of shoes.,6 Ιαν 2020
5,Everybody in our family loves these sneakers and we keep buying them over and over again.,6 Ιαν 2020
5,"Bought the, for my nephew for Christmas and he was very happy with them as usual. I think this was his 4th or 5th pair.",29 Δεκ 2019
5,My 17year old requests these shoes every year. They don't kill my pockets like the other shoes and lasts pretty long for a teenage boy,27 Δεκ 2019
5,Very happy with Nike.com - shipping times were excellent and arrived as promised. Nice shoe,26 Δεκ 2019
1,"Meh, super uncomfortable.",21 Δεκ 2019
5,Must buy very comfortable and goes with any and everything you wear.,15 Δεκ 2019
5,This is a Christmas present for my son. I am thinking this shoe must be very comfortable and durable because he asks for it every Christmas.,8 Δεκ 2019
4,"The white shoes are such a staple and I'm extremely pleased with them!
The pros; they fit right, they feel decent on your feet, and they look absolutely amazing with jeans and most pants and outfits. Instantly make your outfit more stylish and can look classy or casual. A street essential.
The cons; they are white and thus will not look new forever. The material looks like it will be",5 Δεκ 2019
5,I ordered these shoes for my grandson and the first pair was too long. I called customer service and was able to exchange them for a smaller size with no hassles. They were great to work with. My grandson loves his new shoes.,1 Δεκ 2019
5,"The Nike AF1's are a must-have pair of shoes. I got mine in size 7.5 (UK), and they fit perfectly. A classic pair of footwear, always in fashion and one can never go wrong when wearing them. I'll purchase more in the future, for sure.",28 Νοε 2019
5,"AF1 is one of my favorite shoes. They go with everything. Solid, comfortable, durable and affordable. However, beware if you create your own the bright purple color shown will actually be a dark purple. I wish I had known this before ordering a pair. Just so you know.",27 Νοε 2019
4,Great shoe. Comfortable and looks good. It runs half a size too big tho. I'm a 9.5 and had to return them and get a size 9.,12 Οκτ 2019
5,"I've seen this shoe a couple times and decided I had to buy them! And I'm very glad I listened to the reviews because the shoes do run big. I'm generally a 10 in most Nike shoes so I ordered a 9.5. I was so nervous about whether or not it'd fit and it fit perfectly!! Really good shipping and, I'm so stoked to wear them out!",13 Αυγ 2019
5,Good buy! When they came in they were so fresh that I considered buying another pair. These shoes fit well and definitely should be a pair that everyone should buy,8 Αυγ 2019
5,"Shoes are great. Met all expectations. Ordered one day, delivered the next day.",8 Αυγ 2019
3,There is a grey tick on mine plus they are very wide but quite comfortable,13 Ιουν 2019
5,"Exceptional Trainer for the price,
Didn’t expect these trainers to be so comfortable, but with all positives you will naturally get a negative, and that is that the trainer is creasing way to easily but apart from that a trendy, iconic shoe",4 Ιουν 2019
5,The only down side about these shoes is that I usually am a 10.5. I ordered at 10. In all honesty I could have gone with a 9.5. Keep in mind I do have a very narrow foot and this is a wider shoe.,9 Απρ 2019
5,I used to have 1 pair of this shoes and my brother’s birthday is coming. He really wants this shoes. So I hope you will restock it soon. Thank you,30 Νοε 2018
4,"Nike Air Force 1

I have owned the Nike Air Force 1 ‘07 in the all white colorway for three years. I purchased this shoe with the intention of using it for general wear at college as well as at home, Minneapolis. I would recommend this shoe for students in school or people who live in urban settings and are looking for a multi-purpose sneaker that they will wear on a regular basis.",21 Σεπ 2018
4,Very nice and good looking pair of shoes,4 Σεπ 2018
5,"Recently tried these on at a retail store and ordered them online right after! I'm blown away at home comfortable they are and how clean they look. These are absolutely perfect for the summer and will elevate any outfit you might have. It really is true when they say you can't beat the classics.
The AF1 will forever be a timeless silhouette.",28 Ιουλ 2018
5,I have this.I'm happy.It's nice to wear jeans with.Delivery fast.I hope to continue shopping here.Thanks so lot.,30 Ιουν 2018
5,always get two for the summer.,15 Ιουν 2018
5,"There is not a single thing you can hate on these!
Simply the best sneaker silhouette-wise and pretty comfortable.
If you take care of them they gon' be very durable!!
Cant have enough of them 10/10",1 Ιουν 2018
5,Great product in my opinion these are great.,16 Μαΐ 2018
3,"Amazing design Classic Cant go wrong Durable, however creases very easily. Slightly too wide and and size large - would recommend a size or half a size below usual. Apart from the easy to crease, its a wonderful design and an amazing shoe.",30 Οκτ 2017
5,"Classic shoe, no way to go wrong. Nike also got the shoes shipped and delivered quickly. 10/10",23 Οκτ 2017
5,"Very nice product. At first it is very uncomfortable, but after a while, it breaks in really nicely. Its says it is true to size but I recommend you get a half size smaller. The Air force 1 looks nice in white but is very easy to dirty. Great buy for anyone.",7 Οκτ 2017
4,"This shoe is insane, got this a week ago, looks good comfy, true to size, classic, recommend this product",2 Οκτ 2017
5,"Comfortable, Good quality and price. Gives you a few extra inches of height!",5 Σεπ 2017
5,I bought these shoes for fashion but as all of my AF1's they look and feel great. I was able to get them on sale but either way Nike never disappoints me with the AF1's.,16 Αυγ 2017
5,"I liked the shoes great price, perfect fit and awesome color. They were for my husband. He also had them in black. That is why I got them for him. They are very durable and sturdy. They also come in Manny different colors. What I liked were the womens air force 1 they come in denim, NICE. FOR SURE IM GOING TO GET MY SELF A PAIR.",14 Αυγ 2017
5,"Great shoe. Perfect for summer, looks banging with shorts!",11 Αυγ 2017
5,I have multiple pairs of Air Force 1. I wear them to work everyday. They hold up super well and are very comfortable. I highly recommend them.,4 Αυγ 2017
5,"At first, I was mad because the shoe hurt my foot so bad when walking, but after a week of wear, the comfortability felt amazing.

Break them in before you form an opinion. They are so comfortable and dope once you break them in.

Also, get at least a size down than your normal size.",24 Ιουλ 2017
4,Air force 1 is still one of the classic icon and a pair of shoes that give you balance plus style.,3 Ιουλ 2017
5,"The Air Forces are a must-have. Timeless shoe, never out of style.",26 Ιουν 2017
5,I use this shoe for everyday use. It has great comfort . The front part is little narrow but eventually it will come to fit after wearing a while.,24 Ιουν 2017
5,Bought this shoe for my husband to walk around Disney World and he loves them!!!,4 Ιουν 2017
4,"I have been buying this exact same shoe for over 15 years, and they consistently perform the same year after year. However, The last two pairs I have purchased have developed a squeak shortly after starting to wear them when I am walking on any surface, even carpet. The squeak is annoying and I am Wondering whether to continue purchasing this same shoe again. Has anyone else noticed this same problem? Does Nike have any kind of reason?",26 Απρ 2017
5,Ive ordered this product for my younger brother as a souvenir. I think its really stylish and beautiful. Plus Nikes products are comfortable and durable.,20 Απρ 2017
5,"I started sporting white clothing and these were the best choice for shoes. Very comfortable and breathable, and although white, easy to clean and maintain.",9 Φεβ 2017
5,"Air Force 1's are a great all-around shoe, they are comfortable and go with a lot of different styles.",21 Ιαν 2017
4,I have add 3 pair of these shoe's with no problem's but the last pair on the left inside of the shoe has worn away. I've seen similar opinion's on other review's. Thank's,11 Ιαν 2017
5,"These are the most comfortable shoes Ive ever worn. Its as if Im walking on a cloud all day. However, they are a bit heavy (no more than youd expect after looking at them), but even so, it doesnt ruin the comfort. I got the white/white pair, so they do dirty pretty easily, but if youve got wipes its an easy clean. Overall, they look stylish, feel extremely comfortable, and are very easy to clean.",5 Δεκ 2016
2,"These shoes are great if you need a stiff sole, they are so supportive. Look a bit like shoes so you can get away with them for work. I also have a pair in Blue for casual wear.

However, like others have been reporting after 7mths the heal lining on the left foot has worn away in a small patch leaving me with an uncomfortable blister. The rest of the shoe is fine, not the quality expected for the price.",15 Σεπ 2016
5,"I have been wearing Air Force 1 since i was a teenager. I am now in my 30's and they haven't changed. The classic white is a beast for style and comfortability. I have owned a pair of white and black air force 1 since the 90's. Every pair is durable, comfortable, stylish and long lasting. Would I recommend it, Just Do It!",8 Σεπ 2016
5,"I ordered these shoes for school and they still look great after a year long of using them! I would really recommend them, they go well with anything.",3 Σεπ 2016
5,I've taken these to school and they took a beating.The shoes themselves were quite heavy but it proved to be durable. Walking with them on feet is comfortable and the fit is excellent. I would recommend them to friends.,2 Σεπ 2016
5,"I feel like I walk through the sky, it feels so comfortable. I hope it will last so many miles because I walk a lot in my shoes.",21 Αυγ 2016
5,Worn many pairs of this classic style throughout the years and have no thoughts of changing now.,20 Αυγ 2016
5,I am very pleased with my Air Force One purchase and will definitely be purchasing more sneakers and items from this site.,28 Ιουν 2016
4,The shoes look cool and are extremely comfortable. Would recommend.,22 Ιουν 2016
2,"The sole inside gets crashed after 5 months. I gives a sound when you take steps. After few months, the edge starts to come off the body, like the glue releases. Don't buy this.",6 Ιουν 2016
5,"I'm a mother of 4 boys who are older now (24-37) but they still love the Air Force 1 and have worn them for years now because of the style, comfort and durability. I got this pair for one of their birthdays and he was so happy. I would recommend this particular shoe for anyone even for casual wear for older folks because of the style and comfort!",6 Ιουν 2016
5,One of the best shoes nike has ever made. A classic,20 Μαΐ 2016
5,The shoe color I had was black and it lasted Long and was very stylish.,19 Απρ 2016
